,formulaA,formulaB,formulaA_elements_AtomicVolume,formulaB_elements_AtomicVolume,formulaA_elements_AtomicWeight,formulaB_elements_AtomicWeight,formulaA_elements_BoilingT,formulaB_elements_BoilingT,formulaA_elements_BulkModulus,formulaB_elements_BulkModulus,formulaA_elements_Column,formulaB_elements_Column,formulaA_elements_CovalentRadius,formulaB_elements_CovalentRadius,formulaA_elements_Density,formulaB_elements_Density,formulaA_elements_ElectronSurfaceDensityWS,formulaB_elements_ElectronSurfaceDensityWS,formulaA_elements_Electronegativity,formulaB_elements_Electronegativity,formulaA_elements_FirstIonizationEnergy,formulaB_elements_FirstIonizationEnergy,formulaA_elements_GSbandgap,formulaB_elements_GSbandgap,formulaA_elements_GSenergy_pa,formulaB_elements_GSenergy_pa,formulaA_elements_GSestBCClatcnt,formulaB_elements_GSestBCClatcnt,formulaA_elements_GSestFCClatcnt,formulaB_elements_GSestFCClatcnt,formulaA_elements_GSmagmom,formulaB_elements_GSmagmom,formulaA_elements_GSvolume_pa,formulaB_elements_GSvolume_pa,formulaA_elements_HHIp,formulaB_elements_HHIp,formulaA_elements_HHIr,formulaB_elements_HHIr,formulaA_elements_HeatCapacityMass,formulaB_elements_HeatCapacityMass,formulaA_elements_HeatCapacityMolar,formulaB_elements_HeatCapacityMolar,formulaA_elements_HeatFusion,formulaB_elements_HeatFusion,formulaA_elements_ICSDVolume,formulaB_elements_ICSDVolume,formulaA_elements_IsAlkali,formulaB_elements_IsAlkali,formulaA_elements_IsDBlock,formulaB_elements_IsDBlock,formulaA_elements_IsFBlock,formulaB_elements_IsFBlock,formulaA_elements_IsMetal,formulaB_elements_IsMetal,formulaA_elements_IsMetalloid,formulaB_elements_IsMetalloid,formulaA_elements_IsNonmetal,formulaB_elements_IsNonmetal,formulaA_elements_MeltingT,formulaB_elements_MeltingT,formulaA_elements_MendeleevNumber,formulaB_elements_MendeleevNumber,formulaA_elements_MiracleRadius,formulaB_elements_MiracleRadius,formulaA_elements_NUnfilled,formulaB_elements_NUnfilled,formulaA_elements_NValance,formulaB_elements_NValance,formulaA_elements_NdUnfilled,formulaB_elements_NdUnfilled,formulaA_elements_NdValence,formulaB_elements_NdValence,formulaA_elements_NfUnfilled,formulaB_elements_NfUnfilled,formulaA_elements_NfValence,formulaB_elements_NfValence,formulaA_elements_NpUnfilled,formulaB_elements_NpUnfilled,formulaA_elements_NpValence,formulaB_elements_NpValence,formulaA_elements_NsUnfilled,formulaB_elements_NsUnfilled,formulaA_elements_NsValence,formulaB_elements_NsValence,formulaA_elements_Number,formulaB_elements_Number,formulaA_elements_Polarizability,formulaB_elements_Polarizability,formulaA_elements_Row,formulaB_elements_Row,formulaA_elements_ShearModulus,formulaB_elements_ShearModulus,formulaA_elements_SpaceGroupNumber,formulaB_elements_SpaceGroupNumber,avg_coordination_A,avg_coordination_B,avg_nearest_neighbor_distance_A,avg_nearest_neighbor_distance_B
1540,P,Ru,28.21412182,13.56787441,30.973762,101.07,553.5,4423.0,11.0,220.0,15,8,107,146,1823.0,12370.0,1.65,1.83,2.19,2.2,10.48669,7.3605,1.625,0.0,-5.400509043,-9.19463357,3.560590636,3.000740558,4.486063093,3.780696194,0.0,0.0,22.5702381,13.51,2000,3200,5100,8000,0.769,0.23800000000000002,23.824,24.06,18.54,38.59,18.99,14.03,0,0,0,1,0,0,0,1,0,0,1,0,317.3,2607.0,83,56,102,134,3,4,5,8,0,3,0,7,0,0,0,0,3,0,3,0,0,1,2,1,15,44,3.63,9.6,3,5,0.0,173.0,2,194,3.0,12.0,2.2137700000000002,2.66567
1541,P,Tb,28.21412182,32.10949276,30.973762,158.92535,553.5,3503.0,11.0,38.7,15,3,107,194,1823.0,8219.0,1.65,1.22,2.19,1.21,10.48669,5.8638,1.625,0.0,-5.400509043,-4.629217697,3.560590636,3.988997542,4.486063093,5.025821971,0.0,0.0,22.5702381,31.73666667,2000,9500,5100,3100,0.769,0.182,23.824,28.91,18.54,10.15,18.99,31.95,0,0,0,0,0,1,0,1,0,0,1,0,317.3,1629.0,83,29,102,176,3,5,5,11,0,0,0,0,0,5,0,9,3,0,3,0,0,0,2,2,15,65,3.63,25.5,3,6,0.0,22.0,2,194,3.0,12.0,2.2137700000000002,3.54101
1542,P,Te,28.21412182,33.95668872,30.973762,127.6,553.5,1261.0,11.0,65.0,15,16,107,138,1823.0,6240.0,1.65,0.0,2.19,2.1,10.48669,9.0096,1.625,0.46399999999999997,-5.400509043,-3.141302507,3.560590636,4.111975037,4.486063093,5.180763906,0.0,0.0,22.5702381,34.76333333,2000,2900,5100,4900,0.769,0.20199999999999999,23.824,25.73,18.54,17.38,18.99,33.94,0,0,0,0,0,0,0,0,0,1,1,0,317.3,722.66,83,90,102,140,3,2,5,16,0,0,0,10,0,0,0,0,3,2,3,4,0,0,2,2,15,52,3.63,5.5,3,5,0.0,16.0,2,152,3.0,2.0,2.2137700000000002,2.89227
1543,P,Tl,28.21412182,28.64087656,30.973762,204.3833,553.5,1746.0,11.0,43.0,15,13,107,145,1823.0,11850.0,1.65,1.12,2.19,1.62,10.48669,6.108194,1.625,0.0,-5.400509043,-2.27267753,3.560590636,3.775558738,4.486063093,4.756905929,0.0,0.0,22.5702381,26.91,2000,6500,5100,6500,0.769,0.129,23.824,26.32,18.54,4.1419999999999995,18.99,28.53,0,0,0,0,0,0,0,1,0,0,1,0,317.3,577.0,83,76,102,172,3,5,5,27,0,0,0,10,0,0,0,14,3,5,3,1,0,0,2,2,15,81,3.63,7.55,3,6,0.0,2.8,2,194,3.0,8.0,2.2137700000000002,3.4325300000000003
1544,P,Tm,28.21412182,30.09638585,30.973762,168.93421,553.5,2223.0,11.0,45.0,15,3,107,190,1823.0,9321.0,1.65,1.23,2.19,1.25,10.48669,6.18431,1.625,0.0,-5.400509043,-4.47387849,3.560590636,3.905274476,4.486063093,4.920337518,0.0,0.0,22.5702381,29.78,2000,9500,5100,3100,0.769,0.16,23.824,27.03,18.54,16.84,18.99,30.14,0,0,0,0,0,1,0,1,0,0,1,0,317.3,1818.0,83,37,102,175,3,1,5,15,0,0,0,0,0,1,0,13,3,0,3,0,0,0,2,2,15,69,3.63,21.8,3,6,0.0,31.0,2,194,3.0,12.0,2.2137700000000002,3.4394099999999996
1545,P,V,28.21412182,13.84489822,30.973762,50.9415,553.5,3680.0,11.0,160.0,15,5,107,153,1823.0,6110.0,1.65,1.64,2.19,1.63,10.48669,6.7461899999999995,1.625,0.0,-5.400509043,-8.93926069,3.560590636,2.963255488,4.486063093,3.733467966,0.0,0.0,22.5702381,13.01,2000,3300,5100,3400,0.769,0.489,23.824,24.89,18.54,21.5,18.99,13.88,0,0,0,1,0,0,0,1,0,0,1,0,317.3,2183.0,83,46,102,134,3,7,5,5,0,7,0,3,0,0,0,0,3,0,3,0,0,0,2,2,15,23,3.63,12.4,3,4,0.0,47.0,2,229,3.0,8.0,2.2137700000000002,2.59229
1546,P,W,28.21412182,15.85873442,30.973762,183.84,553.5,5828.0,11.0,310.0,15,6,107,162,1823.0,19250.0,1.65,1.81,2.19,2.36,10.48669,7.8640300000000005,1.625,0.0,-5.400509043,-12.95880062,3.560590636,3.1781057510000004,4.486063093,4.004162334,0.0,0.0,22.5702381,16.05,2000,7000,5100,4300,0.769,0.132,23.824,24.27,18.54,52.31,18.99,15.85,0,0,0,1,0,0,0,1,0,0,1,0,317.3,3695.0,83,51,102,135,3,6,5,20,0,6,0,4,0,0,0,14,3,0,3,0,0,0,2,2,15,74,3.63,11.1,3,6,0.0,161.0,2,229,3.0,8.0,2.2137700000000002,2.76038
1547,P,Xe,28.21412182,36952.92402,30.973762,131.293,553.5,165.0,11.0,0.0,15,18,107,140,1823.0,5.9,1.65,0.0,2.19,2.6,10.48669,12.12984,1.625,6.456,-5.400509043,0.04873128,3.560590636,4.751892136,4.486063093,5.987008929,0.0,0.0,22.5702381,53.65,2000,0,5100,0,0.769,0.158,23.824,20.785999999999998,18.54,2.27,18.99,57.83,0,0,0,0,0,0,0,0,0,0,1,1,317.3,161.3,83,102,102,0,3,0,5,18,0,0,0,10,0,0,0,0,3,0,3,6,0,0,2,2,15,54,3.63,4.044,3,5,0.0,0.0,2,225,3.0,12.0,2.2137700000000002,4.85032
1548,P,Y,28.21412182,33.01321288,30.973762,88.90585,553.5,3618.0,11.0,41.0,15,3,107,190,1823.0,4472.0,1.65,1.21,2.19,1.22,10.48669,6.2173,1.625,0.0,-5.400509043,-6.464599775,3.560590636,4.015150874,4.486063093,5.058773104,0.0,0.0,22.5702381,32.365,2000,9800,5100,2600,0.769,0.298,23.824,26.53,18.54,11.39,18.99,32.97,0,0,0,1,0,0,0,1,0,0,1,0,317.3,1799.0,83,12,102,179,3,9,5,3,0,9,0,1,0,0,0,0,3,0,3,0,0,0,2,2,15,39,3.63,22.7,3,5,0.0,26.0,2,194,3.0,12.0,2.2137700000000002,3.5339099999999997
1549,P,Zr,28.21412182,23.26594327,30.973762,91.22399999999999,553.5,4682.0,11.0,0.0,15,4,107,175,1823.0,6511.0,1.65,1.41,2.19,1.33,10.48669,6.6339,1.625,0.0,-5.400509043,-8.545958555,3.560590636,3.593145393,4.486063093,4.527079516000001,0.0,0.0,22.5702381,23.195,2000,3400,5100,2600,0.769,0.278,23.824,25.36,18.54,21.0,18.99,23.29,0,0,0,1,0,0,0,1,0,0,1,0,317.3,2128.0,83,44,102,158,3,8,5,4,0,8,0,2,0,0,0,0,3,0,3,0,0,0,2,2,15,40,3.63,17.9,3,5,0.0,33.0,2,194,3.0,12.0,2.2137700000000002,3.1914700000000003
1550,Pa,Al,24.96116063,16.59442452,231.03586,26.9815386,4273.0,2792.0,0.0,76.0,3,13,200,121,15370.0,2700.0,0.0,1.39,1.5,1.61,5.89,5.985768,0.0,0.0,-9.49741247,-3.74542312,3.692852039,3.2062378330000003,4.652702018,4.039606536,0.0,0.0,25.18,16.48,0,1600,0,1000,0.0,0.897,0.0,24.2,12.34,10.71,24.94,16.61,0,0,0,0,1,0,1,1,0,0,0,0,1845.0,933.47,18,73,165,141,21,5,5,3,9,0,1,0,12,0,2,0,0,5,0,1,0,0,2,2,91,13,25.4,6.8,7,3,0.0,26.0,139,225,12.0,12.0,3.29125,2.85595
1551,Pa,Ar,24.96116063,37184.28542,231.03586,39.948,4273.0,87.2,0.0,0.0,3,18,200,106,15370.0,1.784,0.0,0.0,1.5,0.0,5.89,15.75961,0.0,9.26,-9.49741247,0.05854104,3.692852039,3.850300758,4.652702018,4.851074973,0.0,0.0,25.18,28.54,0,0,0,0,0.0,0.52,0.0,20.785999999999998,12.34,1.18,24.94,36.3,0,0,0,0,1,0,1,0,0,0,0,1,1845.0,83.8,18,100,165,0,21,0,5,8,9,0,1,0,12,0,2,0,0,0,0,6,0,0,2,2,91,18,25.4,1.6411,7,3,0.0,0.0,139,225,12.0,12.0,3.29125,3.98863
1552,Pa,Au,24.96116063,16.94706362,231.03586,196.966569,4273.0,3129.0,0.0,220.0,3,11,200,136,15370.0,19300.0,0.0,1.57,1.5,2.54,5.89,9.225530000000001,0.0,0.0,-9.49741247,-3.20969261,3.692852039,3.2204420519999997,4.652702018,4.0575027310000005,0.0,0.0,25.18,16.7,0,1100,0,1000,0.0,0.129,0.0,25.418000000000003,12.34,12.55,24.94,16.96,0,0,0,1,1,0,1,1,0,0,0,0,1845.0,1337.33,18,66,165,143,21,1,5,25,9,0,1,10,12,0,2,14,0,0,0,0,0,1,2,1,91,79,25.4,5.8,7,6,0.0,27.0,139,225,12.0,12.0,3.29125,2.94955
1553,Pa,Ca,24.96116063,42.9371873,231.03586,40.078,4273.0,1757.0,0.0,17.0,3,2,200,176,15370.0,1550.0,0.0,0.91,1.5,1.0,5.89,6.11316,0.0,0.0,-9.49741247,-1.948329565,3.692852039,4.2272603239999995,4.652702018,5.3260142660000005,0.0,0.0,25.18,37.77,0,3900,0,1500,0.0,0.647,0.0,25.929000000000002,12.34,8.54,24.94,44.19,0,1,0,0,1,0,1,1,0,0,0,0,1845.0,1115.0,18,7,165,201,21,0,5,2,9,0,1,0,12,0,2,0,0,0,0,0,0,0,2,2,91,20,25.4,25.73333333,7,4,0.0,7.4,139,225,12.0,12.0,3.29125,3.89661
1554,Pa,Co,24.96116063,10.99586068,231.03586,58.933195,4273.0,3200.0,0.0,180.0,3,9,200,126,15370.0,8900.0,0.0,1.75,1.5,1.88,5.89,7.881010000000001,0.0,0.0,-9.49741247,-7.080389145,3.692852039,2.7364067480000003,4.652702018,3.447656463,0.0,1.5484712,25.18,10.245,0,3100,0,2700,0.0,0.42100000000000004,0.0,24.81,12.34,16.2,24.94,11.12,0,0,0,1,1,0,1,1,0,0,0,0,1845.0,1768.0,18,58,165,125,21,3,5,9,9,3,1,7,12,0,2,0,0,0,0,0,0,0,2,2,91,27,25.4,7.5,7,4,0.0,75.0,139,194,12.0,12.0,3.29125,2.4802400000000002
1555,Pa,Cs,24.96116063,117.4560158,231.03586,132.9054519,4273.0,944.0,0.0,1.6,3,1,200,244,15370.0,1879.0,0.0,0.55,1.5,0.79,5.89,3.893905,0.0,0.0,-9.49741247,-0.85462646,3.692852039,6.140481453,4.652702018,7.736521839,0.0,0.0,25.18,115.765,0,6000,0,6000,0.0,0.242,0.0,32.21,12.34,2.09,24.94,67.55,0,1,0,0,1,0,1,1,0,0,0,0,1845.0,301.59,18,5,165,264,21,1,5,1,9,0,1,0,12,0,2,0,0,0,0,0,0,1,2,1,91,55,25.4,59.42,7,6,0.0,0.0,139,229,12.0,8.0,3.29125,5.32395
1556,Pa,Gd,24.96116063,33.04972431,231.03586,157.25,4273.0,3523.0,0.0,38.0,3,3,200,196,15370.0,7901.0,0.0,1.21,1.5,1.2,5.89,6.1498,0.0,0.0,-9.49741247,-4.65442131,3.692852039,4.002082249,4.652702018,5.0423076689999995,0.0,0.0,25.18,32.05,0,9500,0,3100,0.0,0.235,0.0,37.03,12.34,9.67,24.94,32.98,0,0,0,0,1,1,1,1,0,0,0,0,1845.0,1586.0,18,27,165,176,21,16,5,10,9,9,1,1,12,7,2,7,0,0,0,0,0,0,2,2,91,64,25.4,23.5,7,6,0.0,22.0,139,194,12.0,12.0,3.29125,3.58601
1557,Pa,Ge,24.96116063,22.66097638,231.03586,72.64,4273.0,3093.0,0.0,0.0,3,14,200,120,15370.0,5323.0,0.0,1.37,1.5,2.01,5.89,7.899430000000001,0.0,0.38299999999999995,-9.49741247,-4.616039545,3.692852039,3.583307493,4.652702018,4.514684539,0.0,0.0,25.18,23.005,0,5300,0,1900,0.0,0.32,0.0,23.221999999999998,12.34,36.94,24.94,22.23,0,0,0,0,1,0,1,0,0,1,0,0,1845.0,1211.4,18,79,165,114,21,4,5,14,9,0,1,10,12,0,2,0,0,4,0,2,0,0,2,2,91,32,25.4,5.84,7,4,0.0,0.0,139,225,12.0,4.0,3.29125,2.49539
1558,Pa,Hg,24.96116063,24.61174207,231.03586,200.59,4273.0,629.73,0.0,25.0,3,12,200,132,15370.0,13534.0,0.0,1.24,1.5,2.0,5.89,10.4375,0.0,0.0,-9.49741247,-0.250105562,3.692852039,3.695665057,4.652702018,4.656246199,0.0,0.0,25.18,25.23758621,0,5500,0,3100,0.0,0.14,0.0,27.983,12.34,2.295,24.94,23.82,0,0,0,1,1,0,1,1,0,0,0,0,1845.0,234.32,18,71,165,152,21,0,5,26,9,0,1,10,12,0,2,14,0,0,0,0,0,0,2,2,91,80,25.4,5.36,7,6,0.0,0.0,139,166,12.0,12.0,3.29125,3.3977
1559,Pa,I,24.96116063,42.65885747,231.03586,126.90446999999999,4273.0,457.3,0.0,7.7,3,17,200,139,15370.0,4940.0,0.0,0.0,1.5,2.66,5.89,10.451260000000001,0.0,1.062,-9.49741247,-1.505402418,3.692852039,4.414518159,4.652702018,5.5619443539999995,0.0,0.0,25.18,43.015,0,4900,0,4800,0.0,0.214,0.0,54.43,12.34,7.76,24.94,42.51,0,0,0,0,1,0,1,0,0,0,0,1,1845.0,386.85,18,96,165,0,21,1,5,17,9,0,1,10,12,0,2,0,0,1,0,5,0,0,2,2,91,53,25.4,5.025,7,5,0.0,0.0,139,64,12.0,1.0,3.29125,2.81108
1560,Pa,In,24.96116063,26.08265816,231.03586,114.818,4273.0,2345.0,0.0,0.0,3,13,200,142,15370.0,7310.0,0.0,1.17,1.5,1.78,5.89,5.78636,0.0,0.0,-9.49741247,-2.66680196,3.692852039,3.647317727,4.652702018,4.595332378999999,0.0,0.0,25.18,24.26,0,3300,0,2000,0.0,0.233,0.0,26.74,12.34,3.2910000000000004,24.94,26.14,0,0,0,0,1,0,1,1,0,0,0,0,1845.0,429.75,18,75,165,155,21,5,5,13,9,0,1,10,12,0,2,0,0,5,0,1,0,0,2,2,91,49,25.4,9.65,7,5,0.0,0.0,139,139,12.0,12.0,3.29125,3.33944
1561,Pa,Ir,24.96116063,14.14855047,231.03586,192.217,4273.0,4701.0,0.0,320.0,3,9,200,141,15370.0,22560.0,0.0,1.83,1.5,2.2,5.89,8.96702,0.0,0.0,-9.49741247,-8.84851145,3.692852039,3.051696628,4.652702018,3.84489682,0.0,0.0,25.18,14.21,0,5500,0,9100,0.0,0.131,0.0,25.1,12.34,41.12,24.94,13.88,0,0,0,1,1,0,1,1,0,0,0,0,1845.0,2739.0,18,60,165,136,21,3,5,23,9,3,1,7,12,0,2,14,0,0,0,0,0,0,2,2,91,77,25.4,7.6,7,6,0.0,210.0,139,225,12.0,12.0,3.29125,2.74055
1562,Pa,Kr,24.96116063,37107.494739999995,231.03586,83.79799999999999,4273.0,119.78,0.0,0.0,3,18,200,116,15370.0,3.75,0.0,0.0,1.5,3.0,5.89,13.99961,0.0,7.535,-9.49741247,0.08753524,3.692852039,4.162477568,4.652702018,5.244393107,0.0,0.0,25.18,36.06,0,0,0,0,0.0,0.248,0.0,20.785999999999998,12.34,1.1640000000000001,24.94,44.81,0,0,0,0,1,0,1,0,0,0,0,1,1845.0,115.79,18,101,165,0,21,0,5,18,9,0,1,10,12,0,2,0,0,0,0,6,0,0,2,2,91,36,25.4,2.4844,7,4,0.0,0.0,139,225,12.0,12.0,3.29125,4.5936900000000005
1563,Pa,La,24.96116063,37.53064612,231.03586,138.90547,4273.0,3737.0,0.0,28.0,3,3,200,207,15370.0,6146.0,0.0,1.18,1.5,1.1,5.89,5.5769,0.0,0.0,-9.49741247,-4.927546185,3.692852039,4.194456026,4.652702018,5.28468344,0.0,0.0,25.18,36.8975,0,9500,0,3100,0.0,0.195,0.0,27.11,12.34,6.2,24.94,37.42,0,0,0,0,1,1,1,1,0,0,0,0,1845.0,1193.0,18,13,165,187,21,9,5,3,9,9,1,1,12,0,2,0,0,0,0,0,0,0,2,2,91,57,25.4,31.1,7,6,0.0,14.0,139,194,12.0,12.0,3.29125,3.7199800000000005
1564,Pa,Li,24.96116063,21.54405808,231.03586,6.941,4273.0,1615.0,0.0,11.0,3,1,200,128,15370.0,535.0,0.0,0.98,1.5,0.98,5.89,5.391719,0.0,0.0,-9.49741247,-1.86988691,3.692852039,3.2135708380000003,4.652702018,4.048845545,0.0,0.0,25.18,16.59333333,0,2900,0,4200,0.0,3.582,0.0,24.86,12.34,3.0,24.94,21.63,0,1,0,0,1,0,1,1,0,0,0,0,1845.0,453.69,18,1,165,152,21,1,5,1,9,0,1,0,12,0,2,0,0,0,0,0,0,1,2,1,91,3,25.4,24.335,7,2,0.0,4.2,139,229,12.0,8.0,3.29125,2.96771
1565,Pa,Mn,24.96116063,12.21270447,231.03586,54.938044999999995,4273.0,2334.0,0.0,120.0,3,7,200,139,15370.0,7470.0,0.0,1.61,1.5,1.55,5.89,7.434019999999999,0.0,0.0,-9.49741247,-9.02056525,3.692852039,2.757836487,4.652702018,3.474656242,0.0,0.00031,25.18,10.48758621,0,1600,0,1800,0.0,0.479,0.0,26.32,12.34,12.91,24.94,12.2,0,0,0,1,1,0,1,1,0,0,0,0,1845.0,1519.0,18,52,165,132,21,5,5,7,9,5,1,5,12,0,2,0,0,0,0,0,0,0,2,2,91,25,25.4,9.4,7,4,0.0,78.0,139,217,12.0,5.24138,3.29125,2.27619
1566,Pa,Mo,24.96116063,15.50088069,231.03586,95.96,4273.0,4912.0,0.0,230.0,3,6,200,154,15370.0,10280.0,0.0,1.77,1.5,2.16,5.89,7.09243,0.0,0.0,-9.49741247,-10.84610777,3.692852039,3.154164308,4.652702018,3.973998007,0.0,0.0,25.18,15.69,0,2400,0,5300,0.0,0.251,0.0,24.06,12.34,37.48,24.94,15.59,0,0,0,1,1,0,1,1,0,0,0,0,1845.0,2896.0,18,50,165,139,21,6,5,6,9,5,1,5,12,0,2,0,0,0,0,0,0,1,2,1,91,42,25.4,12.8,7,5,0.0,20.0,139,229,12.0,8.0,3.29125,2.74324
1567,Pa,Nb,24.96116063,18.00213298,231.03586,92.90638,4273.0,5017.0,0.0,170.0,3,5,200,164,15370.0,8570.0,0.0,1.64,1.5,1.6,5.89,6.75885,0.0,0.0,-9.49741247,-10.09332153,3.692852039,3.312897187,4.652702018,4.173988903,0.0,0.0,25.18,18.18,0,8500,0,8800,0.0,0.265,0.0,24.6,12.34,30.0,24.94,18.15,0,0,0,1,1,0,1,1,0,0,0,0,1845.0,2750.0,18,47,165,143,21,7,5,5,9,6,1,4,12,0,2,0,0,0,0,0,0,1,2,1,91,41,25.4,15.7,7,5,0.0,38.0,139,229,12.0,8.0,3.29125,2.87565
1568,Pa,Ne,24.96116063,37232.18569,231.03586,20.1791,4273.0,26.92,0.0,0.0,3,18,200,58,15370.0,0.9,0.0,0.0,1.5,0.0,5.89,21.56454,0.0,13.088,-9.49741247,0.09403567,3.692852039,2.934893568,4.652702018,3.6977341860000004,0.0,0.0,25.18,12.64,0,0,0,0,0.0,1.03,0.0,20.785999999999998,12.34,0.16399999999999998,24.94,23.09,0,0,0,0,1,0,1,0,0,0,0,1,1845.0,24.56,18,99,165,0,21,0,5,8,9,0,1,0,12,0,2,0,0,0,0,6,0,0,2,2,91,10,25.4,0.39432,7,2,0.0,0.0,139,225,12.0,12.0,3.29125,3.04326
1569,Pa,Ni,24.96116063,10.94128444,231.03586,58.6934,4273.0,3186.0,0.0,180.0,3,10,200,124,15370.0,8908.0,0.0,1.75,1.5,1.91,5.89,7.6398,0.0,0.0,-9.49741247,-5.54632457,3.692852039,2.74306794,4.652702018,3.456049039,0.0,0.5953946999999999,25.18,10.32,0,1000,0,1500,0.0,0.444,0.0,26.07,12.34,17.48,24.94,10.86,0,0,0,1,1,0,1,1,0,0,0,0,1845.0,1728.0,18,61,165,126,21,2,5,10,9,2,1,8,12,0,2,0,0,0,0,0,0,0,2,2,91,28,25.4,6.8,7,4,0.0,76.0,139,225,12.0,12.0,3.29125,2.4805599999999997
1570,Pa,Os,24.96116063,13.98369767,231.03586,190.23,4273.0,5285.0,0.0,0.0,3,8,200,144,15370.0,22590.0,0.0,1.85,1.5,2.2,5.89,8.43823,0.0,0.0,-9.49741247,-11.22070399,3.692852039,3.0430820539999996,4.652702018,3.834043137,0.0,0.0,25.18,14.09,0,5500,0,9100,0.0,0.13,0.0,24.7,12.34,57.85,24.94,13.8,0,0,0,1,1,0,1,1,0,0,0,0,1845.0,3306.0,18,57,165,135,21,4,5,22,9,4,1,6,12,0,2,14,0,0,0,0,0,0,2,2,91,76,25.4,8.5,7,6,0.0,222.0,139,194,12.0,12.0,3.29125,2.69382
1571,Pa,Pd,24.96116063,14.69838627,231.03586,106.42,4273.0,3236.0,0.0,180.0,3,10,200,139,15370.0,12023.0,0.0,1.67,1.5,2.2,5.89,8.3369,0.0,0.0,-9.49741247,-5.13777457,3.692852039,3.0659471110000003,4.652702018,3.8628513030000002,0.0,0.0,25.18,14.41,0,3200,0,8000,0.0,0.244,0.0,25.98,12.34,16.74,24.94,14.72,0,0,0,1,1,0,1,1,0,0,0,0,1845.0,1828.05,18,62,165,142,21,0,5,10,9,0,1,10,12,0,2,0,0,0,0,0,0,0,2,0,91,46,25.4,4.8,7,5,0.0,44.0,139,225,12.0,12.0,3.29125,2.79543
1572,Pa,Pm,24.96116063,33.14754856,231.03586,145.0,4273.0,3273.0,0.0,33.0,3,3,200,199,15370.0,7264.0,0.0,1.21,1.5,1.155,5.89,5.582000000000001,0.0,0.0,-9.49741247,-4.744621343,3.692852039,4.075342789,4.652702018,5.134610166,0.0,0.0,25.18,33.8425,0,9500,0,3100,0.0,0.0,0.0,0.0,12.34,0.0,24.94,33.67,0,0,0,0,1,1,1,1,0,0,0,0,1845.0,1373.0,18,21,165,185,21,9,5,7,9,0,1,0,12,9,2,5,0,0,0,0,0,0,2,2,91,61,25.4,30.1,7,6,0.0,18.0,139,194,12.0,12.0,3.29125,3.6390800000000003
1573,Pa,Pr,24.96116063,35.23917573,231.03586,140.90765,4273.0,3563.0,0.0,29.0,3,3,200,203,15370.0,6640.0,0.0,1.2,1.5,1.13,5.89,5.473,0.0,0.0,-9.49741247,-4.77382996,3.692852039,4.14761076,4.652702018,5.225662103,0.0,0.0,25.18,35.675,0,9500,0,3100,0.0,0.193,0.0,27.2,12.34,6.89,24.94,34.5,0,0,0,0,1,1,1,1,0,0,0,0,1845.0,1204.0,18,17,165,183,21,11,5,5,9,0,1,0,12,11,2,3,0,0,0,0,0,0,2,2,91,59,25.4,28.2,7,6,0.0,15.0,139,194,12.0,12.0,3.29125,3.70191
1574,Pa,Rb,24.96116063,92.64095185,231.03586,85.4678,4273.0,961.0,0.0,2.5,3,1,200,220,15370.0,1532.0,0.0,0.6,1.5,0.82,5.89,4.177128,0.0,0.0,-9.49741247,-0.963335025,3.692852039,5.661284779,4.652702018,7.132771862,0.0,0.0,25.18,90.7225,0,6000,0,6000,0.0,0.363,0.0,31.06,12.34,2.19,24.94,93.09,0,1,0,0,1,0,1,1,0,0,0,0,1845.0,312.46,18,4,165,244,21,1,5,1,9,0,1,0,12,0,2,0,0,0,0,0,0,1,2,1,91,37,25.4,47.27,7,5,0.0,0.0,139,229,12.0,8.0,3.29125,4.89764
1575,Pa,Rh,24.96116063,13.72550981,231.03586,102.9055,4273.0,3968.0,0.0,380.0,3,9,200,142,15370.0,12450.0,0.0,1.76,1.5,2.28,5.89,7.4589,0.0,0.0,-9.49741247,-7.25364552,3.692852039,3.010334727,4.652702018,3.79278409,0.0,0.0,25.18,13.64,0,3200,0,8000,0.0,0.243,0.0,24.98,12.34,26.59,24.94,11.58,0,0,0,1,1,0,1,1,0,0,0,0,1845.0,2237.0,18,59,165,132,21,3,5,9,9,2,1,8,12,0,2,0,0,0,0,0,0,1,2,1,91,45,25.4,8.6,7,5,0.0,150.0,139,225,12.0,12.0,3.29125,2.72142
1576,Pa,Ru,24.96116063,13.56787441,231.03586,101.07,4273.0,4423.0,0.0,220.0,3,8,200,146,15370.0,12370.0,0.0,1.83,1.5,2.2,5.89,7.3605,0.0,0.0,-9.49741247,-9.19463357,3.692852039,3.000740558,4.652702018,3.780696194,0.0,0.0,25.18,13.51,0,3200,0,8000,0.0,0.23800000000000002,0.0,24.06,12.34,38.59,24.94,14.03,0,0,0,1,1,0,1,1,0,0,0,0,1845.0,2607.0,18,56,165,134,21,4,5,8,9,3,1,7,12,0,2,0,0,0,0,0,0,1,2,1,91,44,25.4,9.6,7,5,0.0,173.0,139,194,12.0,12.0,3.29125,2.66567
